Year,Country,Yield,Rainfall_mm_per_year,Avg_Temp_C,Pesticides_tonnes
2005,Saudi Arabia,37301,59.0,26.47,3875.97
2005,Saudi Arabia,37301,59.0,26.27,3875.97
2006,Saudi Arabia,58203,59.0,26.42,4046.34
2006,Saudi Arabia,58203,59.0,26.24,4046.34
2007,Saudi Arabia,56250,59.0,26.58,4216.71
2007,Saudi Arabia,56250,59.0,26.49,4216.71
2008,Saudi Arabia,56427,59.0,26.64,4372.61
2008,Saudi Arabia,56427,59.0,26.21,4372.61
2009,Saudi Arabia,54742,59.0,26.9,4528.51
2009,Saudi Arabia,54742,59.0,26.71,4528.51
2010,Saudi Arabia,53096,59.0,27.3,4684.4
2010,Saudi Arabia,53096,59.0,27.37,4684.4
2011,Saudi Arabia,59958,59.0,26.57,4840.3
2011,Saudi Arabia,59958,59.0,26.4,4840.3
2012,Saudi Arabia,60135,59.0,27.02,4996.2
2012,Saudi Arabia,60135,59.0,26.83,4996.2
2013,Saudi Arabia,61024,59.0,27.57,5412.5
2013,Saudi Arabia,61024,59.0,27.78,5412.5
1990,Saudi Arabia,198311,59.0,25.86,994.0
1990,Saudi Arabia,198311,59.0,25.7,994.0
1991,Saudi Arabia,175355,59.0,25.94,994.0
1991,Saudi Arabia,175355,59.0,25.43,994.0
1992,Saudi Arabia,160109,59.0,24.74,994.0
1992,Saudi Arabia,160109,59.0,24.37,994.0
1993,Saudi Arabia,182880,59.0,25.9,994.0
1993,Saudi Arabia,182880,59.0,25.42,994.0
1994,Saudi Arabia,189468,59.0,26.26,994.0
1994,Saudi Arabia,189468,59.0,26.08,994.0
1995,Saudi Arabia,196769,59.0,26.33,994.0
1995,Saudi Arabia,196769,59.0,25.64,994.0
1996,Saudi Arabia,196701,59.0,26.37,994.0
1996,Saudi Arabia,196701,59.0,26.28,994.0
1997,Saudi Arabia,173596,59.0,25.88,2513.0
1997,Saudi Arabia,173596,59.0,25.49,2513.0
1998,Saudi Arabia,180428,59.0,26.48,2683.37
1998,Saudi Arabia,180428,59.0,26.73,2683.37
1999,Saudi Arabia,250876,59.0,26.75,2853.74
1999,Saudi Arabia,250876,59.0,26.92,2853.74
2000,Saudi Arabia,262035,59.0,26.62,3024.11
2000,Saudi Arabia,262035,59.0,26.55,3024.11
2001,Saudi Arabia,240917,59.0,26.6,3194.48
2001,Saudi Arabia,240917,59.0,26.67,3194.48
2002,Saudi Arabia,228648,59.0,26.63,3364.86
2002,Saudi Arabia,228648,59.0,26.44,3364.86
2004,Saudi Arabia,260589,59.0,26.53,3705.6
2004,Saudi Arabia,260589,59.0,26.2,3705.6
2005,Saudi Arabia,243565,59.0,26.47,3875.97
2005,Saudi Arabia,243565,59.0,26.27,3875.97
2006,Saudi Arabia,242031,59.0,26.42,4046.34
2006,Saudi Arabia,242031,59.0,26.24,4046.34
2007,Saudi Arabia,235025,59.0,26.58,4216.71
2007,Saudi Arabia,235025,59.0,26.49,4216.71
2008,Saudi Arabia,249332,59.0,26.64,4372.61
2008,Saudi Arabia,249332,59.0,26.21,4372.61
2009,Saudi Arabia,251423,59.0,26.9,4528.51
2009,Saudi Arabia,251423,59.0,26.71,4528.51
2010,Saudi Arabia,260575,59.0,27.3,4684.4
2010,Saudi Arabia,260575,59.0,27.37,4684.4
2011,Saudi Arabia,248330,59.0,26.57,4840.3
2011,Saudi Arabia,248330,59.0,26.4,4840.3
2012,Saudi Arabia,253233,59.0,27.02,4996.2
2012,Saudi Arabia,253233,59.0,26.83,4996.2
2013,Saudi Arabia,256547,59.0,27.57,5412.5
2013,Saudi Arabia,256547,59.0,27.78,5412.5
1990,Saudi Arabia,12369,59.0,25.86,994.0
1990,Saudi Arabia,12369,59.0,25.7,994.0
1991,Saudi Arabia,9519,59.0,25.94,994.0
1991,Saudi Arabia,9519,59.0,25.43,994.0
1992,Saudi Arabia,11577,59.0,24.74,994.0
1992,Saudi Arabia,11577,59.0,24.37,994.0
1993,Saudi Arabia,12034,59.0,25.9,994.0
1993,Saudi Arabia,12034,59.0,25.42,994.0
1994,Saudi Arabia,11477,59.0,26.26,994.0
1994,Saudi Arabia,11477,59.0,26.08,994.0
1995,Saudi Arabia,11477,59.0,26.33,994.0
1995,Saudi Arabia,11477,59.0,25.64,994.0
1996,Saudi Arabia,11513,59.0,26.37,994.0
1996,Saudi Arabia,11513,59.0,26.28,994.0
1997,Saudi Arabia,11469,59.0,25.88,2513.0
1997,Saudi Arabia,11469,59.0,25.49,2513.0
1998,Saudi Arabia,11049,59.0,26.48,2683.37
1998,Saudi Arabia,11049,59.0,26.73,2683.37
1999,Saudi Arabia,13192,59.0,26.75,2853.74
1999,Saudi Arabia,13192,59.0,26.92,2853.74
2000,Saudi Arabia,13384,59.0,26.62,3024.11
2000,Saudi Arabia,13384,59.0,26.55,3024.11
2001,Saudi Arabia,13971,59.0,26.6,3194.48
2001,Saudi Arabia,13971,59.0,26.67,3194.48
2002,Saudi Arabia,14482,59.0,26.63,3364.86
2002,Saudi Arabia,14482,59.0,26.44,3364.86
2004,Saudi Arabia,21858,59.0,26.53,3705.6
2004,Saudi Arabia,21858,59.0,26.2,3705.6
2005,Saudi Arabia,19751,59.0,26.47,3875.97
2005,Saudi Arabia,19751,59.0,26.27,3875.97
2006,Saudi Arabia,23933,59.0,26.42,4046.34
2006,Saudi Arabia,23933,59.0,26.24,4046.34
2007,Saudi Arabia,24271,59.0,26.58,4216.71
2007,Saudi Arabia,24271,59.0,26.49,4216.71
2008,Saudi Arabia,24325,59.0,26.64,4372.61
2008,Saudi Arabia,24325,59.0,26.21,4372.61
2009,Saudi Arabia,26312,59.0,26.9,4528.51
2009,Saudi Arabia,26312,59.0,26.71,4528.51
2010,Saudi Arabia,25974,59.0,27.3,4684.4
2010,Saudi Arabia,25974,59.0,27.37,4684.4
2011,Saudi Arabia,26372,59.0,26.57,4840.3
2011,Saudi Arabia,26372,59.0,26.4,4840.3
2012,Saudi Arabia,26056,59.0,27.02,4996.2
2012,Saudi Arabia,26056,59.0,26.83,4996.2
2013,Saudi Arabia,26199,59.0,27.57,5412.5
2013,Saudi Arabia,26199,59.0,27.78,5412.5
1990,Saudi Arabia,46461,59.0,25.86,994.0
1990,Saudi Arabia,46461,59.0,25.7,994.0
1991,Saudi Arabia,45030,59.0,25.94,994.0
1991,Saudi Arabia,45030,59.0,25.43,994.0
1992,Saudi Arabia,44609,59.0,24.74,994.0
1992,Saudi Arabia,44609,59.0,24.37,994.0
1993,Saudi Arabia,44886,59.0,25.9,994.0
1993,Saudi Arabia,44886,59.0,25.42,994.0
1994,Saudi Arabia,45503,59.0,26.26,994.0
1994,Saudi Arabia,45503,59.0,26.08,994.0
1995,Saudi Arabia,44720,59.0,26.33,994.0
1995,Saudi Arabia,44720,59.0,25.64,994.0
1996,Saudi Arabia,43821,59.0,26.37,994.0
1996,Saudi Arabia,43821,59.0,26.28,994.0
1997,Saudi Arabia,44497,59.0,25.88,2513.0
1997,Saudi Arabia,44497,59.0,25.49,2513.0
1998,Saudi Arabia,44999,59.0,26.48,2683.37
1998,Saudi Arabia,44999,59.0,26.73,2683.37
1999,Saudi Arabia,42526,59.0,26.75,2853.74
1999,Saudi Arabia,42526,59.0,26.92,2853.74
2000,Saudi Arabia,42640,59.0,26.62,3024.11
2000,Saudi Arabia,42640,59.0,26.55,3024.11
2001,Saudi Arabia,49081,59.0,26.6,3194.48
2001,Saudi Arabia,49081,59.0,26.67,3194.48
2002,Saudi Arabia,48875,59.0,26.63,3364.86
2002,Saudi Arabia,48875,59.0,26.44,3364.86
2004,Saudi Arabia,53066,59.0,26.53,3705.6
2004,Saudi Arabia,53066,59.0,26.2,3705.6
2005,Saudi Arabia,54175,59.0,26.47,3875.97
2005,Saudi Arabia,54175,59.0,26.27,3875.97
2006,Saudi Arabia,56172,59.0,26.42,4046.34
2006,Saudi Arabia,56172,59.0,26.24,4046.34
2007,Saudi Arabia,56844,59.0,26.58,4216.71
2007,Saudi Arabia,56844,59.0,26.49,4216.71
2008,Saudi Arabia,60877,59.0,26.64,4372.61
2008,Saudi Arabia,60877,59.0,26.21,4372.61
2009,Saudi Arabia,58833,59.0,26.9,4528.51
2009,Saudi Arabia,58833,59.0,26.71,4528.51
2010,Saudi Arabia,61474,59.0,27.3,4684.4
2010,Saudi Arabia,61474,59.0,27.37,4684.4
2011,Saudi Arabia,61429,59.0,26.57,4840.3
2011,Saudi Arabia,61429,59.0,26.4,4840.3
2012,Saudi Arabia,59254,59.0,27.02,4996.2
2012,Saudi Arabia,59254,59.0,26.83,4996.2
2013,Saudi Arabia,64333,59.0,27.57,5412.5
2013,Saudi Arabia,64333,59.0,27.78,5412.5
1990,Senegal,35159,686.0,25.13,384.0
1991,Senegal,24752,686.0,25.0,384.0
1992,Senegal,21496,686.0,25.09,384.0
1993,Senegal,27673,686.0,24.99,357.55
1994,Senegal,24925,686.0,24.94,547.3
1995,Senegal,31801,686.0,25.33,435.31
1996,Senegal,26397,686.0,25.49,411.33
1997,Senegal,23356,686.0,25.87,437.23
1998,Senegal,49527,686.0,26.03,450.71
1999,Senegal,51000,686.0,24.93,470.87
2000,Senegal,48883,686.0,25.26,491.03
2001,Senegal,49613,686.0,25.79,282.02
2002,Senegal,49963,686.0,25.4,328.0
2004,Senegal,67374,686.0,25.38,419.97
2005,Senegal,108083,686.0,25.78,465.95
2006,Senegal,61673,686.0,25.32,511.93
2007,Senegal,50338,686.0,25.34,557.92
2008,Senegal,81345,686.0,25.5,603.9
2009,Senegal,81909,686.0,25.01,649.88
2010,Senegal,71902,686.0,26.1,695.86
2011,Senegal,74922,686.0,25.41,741.85
2012,Senegal,80283,686.0,25.47,787.83
2013,Senegal,69978,686.0,24.7,722.53
1990,Senegal,11411,686.0,25.13,384.0
1991,Senegal,11324,686.0,25.0,384.0
1992,Senegal,10907,686.0,25.09,384.0
1993,Senegal,12694,686.0,24.99,357.55
1994,Senegal,10133,686.0,24.94,547.3
1995,Senegal,10881,686.0,25.33,435.31
1996,Senegal,10438,686.0,25.49,411.33
1997,Senegal,12911,686.0,25.87,437.23
1998,Senegal,8255,686.0,26.03,450.71
1999,Senegal,9388,686.0,24.93,470.87
2000,Senegal,11114,686.0,25.26,491.03
2001,Senegal,12279,686.0,25.79,282.02
2002,Senegal,7434,686.0,25.4,328.0
2004,Senegal,27194,686.0,25.38,419.97
2005,Senegal,27961,686.0,25.78,465.95
2006,Senegal,13919,686.0,25.32,511.93
2007,Senegal,11008,686.0,25.34,557.92
2008,Senegal,18351,686.0,25.5,603.9
2009,Senegal,16300,686.0,25.01,649.88
2010,Senegal,15384,686.0,26.1,695.86
2011,Senegal,11331,686.0,25.41,741.85
2012,Senegal,15465,686.0,25.47,787.83
2013,Senegal,14428,686.0,24.7,722.53
1990,Senegal,145518,686.0,25.13,384.0
1991,Senegal,168760,686.0,25.0,384.0
1992,Senegal,165247,686.0,25.09,384.0
1993,Senegal,159492,686.0,24.99,357.55
1994,Senegal,154545,686.0,24.94,547.3
1995,Senegal,213833,686.0,25.33,435.31
1996,Senegal,200000,686.0,25.49,411.33
1997,Senegal,187500,686.0,25.87,437.23
1998,Senegal,162731,686.0,26.03,450.71
1999,Senegal,157460,686.0,24.93,470.87
2000,Senegal,111628,686.0,25.26,491.03
2001,Senegal,157460,686.0,25.79,282.02
2002,Senegal,258305,686.0,25.4,328.0
2004,Senegal,149835,686.0,25.38,419.97
2005,Senegal,136536,686.0,25.78,465.95
2006,Senegal,200382,686.0,25.32,511.93
2007,Senegal,200000,686.0,25.34,557.92
2008,Senegal,113000,686.0,25.5,603.9
2009,Senegal,200000,686.0,25.01,649.88
2010,Senegal,200000,686.0,26.1,695.86
2011,Senegal,215517,686.0,25.41,741.85
2012,Senegal,267857,686.0,25.47,787.83
2013,Senegal,225885,686.0,24.7,722.53
1990,Senegal,24825,686.0,25.13,384.0
1991,Senegal,23497,686.0,25.0,384.0
1992,Senegal,24065,686.0,25.09,384.0
1993,Senegal,24809,686.0,24.99,357.55
1994,Senegal,20869,686.0,24.94,547.3
1995,Senegal,22497,686.0,25.33,435.31
1996,Senegal,20157,686.0,25.49,411.33
1997,Senegal,23254,686.0,25.87,437.23
1998,Senegal,27204,686.0,26.03,450.71
1999,Senegal,28000,686.0,24.93,470.87
2000,Senegal,23454,686.0,25.26,491.03
2001,Senegal,23729,686.0,25.79,282.02
2002,Senegal,22676,686.0,25.4,328.0
2004,Senegal,24758,686.0,25.38,419.97
2005,Senegal,28542,686.0,25.78,465.95
2006,Senegal,22401,686.0,25.32,511.93
2007,Senegal,24078,686.0,25.34,557.92
2008,Senegal,32572,686.0,25.5,603.9
2009,Senegal,36022,686.0,25.01,649.88
2010,Senegal,41033,686.0,26.1,695.86
2011,Senegal,37171,686.0,25.41,741.85
2012,Senegal,39892,686.0,25.47,787.83
2013,Senegal,40181,686.0,24.7,722.53
1990,Senegal,9101,686.0,25.13,384.0
1991,Senegal,7838,686.0,25.0,384.0
1992,Senegal,8884,686.0,25.09,384.0
1993,Senegal,7841,686.0,24.99,357.55
1994,Senegal,8672,686.0,24.94,547.3
1995,Senegal,8579,686.0,25.33,435.31
1996,Senegal,8948,686.0,25.49,411.33
1997,Senegal,7658,686.0,25.87,437.23
1998,Senegal,5927,686.0,26.03,450.71
1999,Senegal,6405,686.0,24.93,470.87
2000,Senegal,8691,686.0,25.26,491.03
2001,Senegal,8565,686.0,25.79,282.02
2002,Senegal,5854,686.0,25.4,328.0
2004,Senegal,7754,686.0,25.38,419.97
2005,Senegal,9652,686.0,25.78,465.95
2006,Senegal,7607,686.0,25.32,511.93
2007,Senegal,6459,686.0,25.34,557.92
2008,Senegal,10089,686.0,25.5,603.9
2009,Senegal,9357,686.0,25.01,649.88
2010,Senegal,9331,686.0,26.1,695.86
2011,Senegal,6389,686.0,25.41,741.85
2012,Senegal,9602,686.0,25.47,787.83
2013,Senegal,8458,686.0,24.7,722.53
1990,Senegal,57380,686.0,25.13,384.0
1991,Senegal,50951,686.0,25.0,384.0
1992,Senegal,54350,686.0,25.09,384.0
1993,Senegal,60372,686.0,24.99,357.55
1994,Senegal,85778,686.0,24.94,547.3
1995,Senegal,69468,686.0,25.33,435.31
1996,Senegal,56359,686.0,25.49,411.33
1997,Senegal,41773,686.0,25.87,437.23
1998,Senegal,73470,686.0,26.03,450.71
1999,Senegal,87926,686.0,24.93,470.87
2000,Senegal,100092,686.0,25.26,491.03
2001,Senegal,107470,686.0,25.79,282.02
2002,Senegal,107470,686.0,25.4,328.0
2004,Senegal,250094,686.0,25.38,419.97
2005,Senegal,250081,686.0,25.78,465.95
2006,Senegal,250252,686.0,25.32,511.93
2007,Senegal,253333,686.0,25.34,557.92
2008,Senegal,250000,686.0,25.5,603.9
2009,Senegal,400000,686.0,25.01,649.88
2010,Senegal,333333,686.0,26.1,695.86
2011,Senegal,263979,686.0,25.41,741.85
2012,Senegal,288175,686.0,25.47,787.83
2013,Senegal,352871,686.0,24.7,722.53
1992,Slovenia,28150,1162.0,10.78,1309.0
1993,Slovenia,40210,1162.0,10.19,1112.0
1994,Slovenia,63200,1162.0,11.33,944.0
1995,Slovenia,63380,1162.0,10.14,987.0
1996,Slovenia,63000,1162.0,9.24,953.0
1997,Slovenia,74811,1162.0,10.18,1245.0
1998,Slovenia,73139,1162.0,10.42,1091.0
1999,Slovenia,69368,1162.0,10.51,1133.0
2000,Slovenia,58821,1162.0,11.45,1468.0
2001,Slovenia,54139,1162.0,10.74,1387.0
2002,Slovenia,81574,1162.0,11.18,1164.1
2004,Slovenia,77750,1162.0,10.06,1557.98
2005,Slovenia,82883,1162.0,9.62,1383.88
2006,Slovenia,69305,1162.0,10.56,1280.98
2007,Slovenia,75358,1162.0,11.31,1155.23
2008,Slovenia,73207,1162.0,11.09,1218.15
2009,Slovenia,78371,1162.0,11.06,1162.87
2010,Slovenia,85394,1162.0,10.0,1134.37
2011,Slovenia,86856,1162.0,11.02,1121.91
2012,Slovenia,70816,1162.0,11.12,1016.08
2013,Slovenia,54145,1162.0,11.58,917.49
1992,Slovenia,121000,1162.0,10.78,1309.0
1993,Slovenia,125740,1162.0,10.19,1112.0
1994,Slovenia,172680,1162.0,11.33,944.0
1995,Slovenia,189910,1162.0,10.14,987.0
1996,Slovenia,193000,1162.0,9.24,953.0
1997,Slovenia,204781,1162.0,10.18,1245.0
1998,Slovenia,212682,1162.0,10.42,1091.0
1999,Slovenia,197257,1162.0,10.51,1133.0
2000,Slovenia,207950,1162.0,11.45,1468.0
2001,Slovenia,190468,1162.0,10.74,1387.0
2002,Slovenia,233322,1162.0,11.18,1164.1
2004,Slovenia,250951,1162.0,10.06,1557.98
2005,Slovenia,229486,1162.0,9.62,1383.88
2006,Slovenia,181312,1162.0,10.56,1280.98
2007,Slovenia,228469,1162.0,11.31,1155.23
2008,Slovenia,226607,1162.0,11.09,1218.15
2009,Slovenia,247725,1162.0,11.06,1162.87
2010,Slovenia,245353,1162.0,10.0,1134.37
2011,Slovenia,264228,1162.0,11.02,1121.91
2012,Slovenia,234061,1162.0,11.12,1016.08
2013,Slovenia,187950,1162.0,11.58,917.49
1992,Slovenia,20000,1162.0,10.78,1309.0
1993,Slovenia,13571,1162.0,10.19,1112.0
1994,Slovenia,11000,1162.0,11.33,944.0
1995,Slovenia,27857,1162.0,10.14,987.0
1996,Slovenia,27500,1162.0,9.24,953.0
1997,Slovenia,25000,1162.0,10.18,1245.0
1998,Slovenia,22500,1162.0,10.42,1091.0
1999,Slovenia,25357,1162.0,10.51,1133.0
2000,Slovenia,24643,1162.0,11.45,1468.0
2001,Slovenia,27368,1162.0,10.74,1387.0
2002,Slovenia,24030,1162.0,11.18,1164.1
2004,Slovenia,28974,1162.0,10.06,1557.98
2005,Slovenia,19360,1162.0,9.62,1383.88
2006,Slovenia,23319,1162.0,10.56,1280.98
2007,Slovenia,27619,1162.0,11.31,1155.23
2008,Slovenia,27959,1162.0,11.09,1218.15
2009,Slovenia,29242,1162.0,11.06,1162.87
2010,Slovenia,26606,1162.0,10.0,1134.37
2011,Slovenia,27290,1162.0,11.02,1121.91
2012,Slovenia,24500,1162.0,11.12,1016.08
2013,Slovenia,16655,1162.0,11.58,917.49
1992,Slovenia,41937,1162.0,10.78,1309.0
1993,Slovenia,38430,1162.0,10.19,1112.0
1994,Slovenia,43300,1162.0,11.33,944.0
1995,Slovenia,42300,1162.0,10.14,987.0
1996,Slovenia,39000,1162.0,9.24,953.0
1997,Slovenia,41557,1162.0,10.18,1245.0
1998,Slovenia,48279,1162.0,10.42,1091.0
1999,Slovenia,37087,1162.0,10.51,1133.0
2000,Slovenia,42492,1162.0,11.45,1468.0
2001,Slovenia,46036,1162.0,10.74,1387.0
2002,Slovenia,48943,1162.0,11.18,1164.1
2004,Slovenia,45339,1162.0,10.06,1557.98
2005,Slovenia,47005,1162.0,9.62,1383.88
2006,Slovenia,41907,1162.0,10.56,1280.98
2007,Slovenia,41616,1162.0,11.31,1155.23
2008,Slovenia,45265,1162.0,11.09,1218.15
2009,Slovenia,39643,1162.0,11.06,1162.87
2010,Slovenia,48044,1162.0,10.0,1134.37
2011,Slovenia,51770,1162.0,11.02,1121.91
2012,Slovenia,54376,1162.0,11.12,1016.08
2013,Slovenia,43528,1162.0,11.58,917.49
1990,South Africa,22051,495.0,20.56,16582.0
1990,South Africa,22051,495.0,15.56,16582.0
1990,South Africa,22051,495.0,18.91,16582.0
1991,South Africa,22573,495.0,21.06,16582.0
1991,South Africa,22573,495.0,15.56,16582.0
1991,South Africa,22573,495.0,18.86,16582.0
1992,South Africa,7853,495.0,21.53,16582.0
1992,South Africa,7853,495.0,16.48,16582.0
1992,South Africa,7853,495.0,19.95,16582.0
1993,South Africa,22840,495.0,21.32,16582.0
1993,South Africa,22840,495.0,16.01,16582.0
1993,South Africa,22840,495.0,19.32,16582.0
1994,South Africa,28481,495.0,20.65,16582.0
1994,South Africa,28481,495.0,15.1,16582.0
1994,South Africa,28481,495.0,18.48,16582.0
1995,South Africa,13800,495.0,20.73,18025.0
1995,South Africa,13800,495.0,15.77,18025.0
1995,South Africa,13800,495.0,19.23,18025.0
1996,South Africa,27043,495.0,20.49,19508.0
1996,South Africa,27043,495.0,15.23,19508.0
1996,South Africa,27043,495.0,18.49,19508.0
1997,South Africa,25195,495.0,20.57,21596.0
1997,South Africa,25195,495.0,15.38,21596.0
1997,South Africa,25195,495.0,18.64,21596.0
1998,South Africa,21611,495.0,21.22,24304.0
1998,South Africa,21611,495.0,16.11,24304.0
1998,South Africa,21611,495.0,19.42,24304.0
1999,South Africa,22274,495.0,21.64,26098.8
1999,South Africa,22274,495.0,16.09,26098.8
1999,South Africa,22274,495.0,19.27,26098.8
2000,South Africa,28492,495.0,20.74,26857.0
2000,South Africa,28492,495.0,15.13,26857.0
2000,South Africa,28492,495.0,18.26,26857.0
2001,South Africa,24371,495.0,21.25,26857.0
2001,South Africa,24371,495.0,15.68,26857.0
2001,South Africa,24371,495.0,18.92,26857.0
2002,South Africa,28516,495.0,21.07,26857.0
2002,South Africa,28516,495.0,15.88,26857.0
2002,South Africa,28516,495.0,19.28,26857.0
2004,South Africa,30305,495.0,21.11,26857.0
2004,South Africa,30305,495.0,15.49,26857.0
2004,South Africa,30305,495.0,18.75,26857.0
2005,South Africa,36351,495.0,21.14,26857.0
2005,South Africa,36351,495.0,16.29,26857.0
2005,South Africa,36351,495.0,19.74,26857.0
2006,South Africa,34122,495.0,20.86,26857.0
2006,South Africa,34122,495.0,15.26,26857.0
2006,South Africa,34122,495.0,18.42,26857.0
2007,South Africa,27921,495.0,21.07,26857.0
2007,South Africa,27921,495.0,15.9,26857.0
2007,South Africa,27921,495.0,18.98,26857.0
2008,South Africa,45373,495.0,20.89,26857.0
2008,South Africa,45373,495.0,15.75,26857.0
2008,South Africa,45373,495.0,18.91,26857.0
2009,South Africa,49640,495.0,20.71,26857.0
2009,South Africa,49640,495.0,15.44,26857.0
2009,South Africa,49640,495.0,18.67,26857.0
2010,South Africa,46736,495.0,21.54,26857.0
2010,South Africa,46736,495.0,16.11,26857.0
2010,South Africa,46736,495.0,19.31,26857.0
2011,South Africa,43671,495.0,20.72,26857.0
2011,South Africa,43671,495.0,15.49,26857.0
2011,South Africa,43671,495.0,18.75,26857.0
2012,South Africa,44905,495.0,21.24,26857.0
2012,South Africa,44905,495.0,15.89,26857.0
2012,South Africa,44905,495.0,19.14,26857.0
2013,South Africa,42466,495.0,21.31,26857.0
2013,South Africa,42466,495.0,14.98,26857.0
2013,South Africa,42466,495.0,18.0,26857.0
1990,South Africa,200263,495.0,20.56,16582.0
1990,South Africa,200263,495.0,15.56,16582.0
1990,South Africa,200263,495.0,18.91,16582.0
1991,South Africa,200188,495.0,21.06,16582.0
1991,South Africa,200188,495.0,15.56,16582.0
1991,South Africa,200188,495.0,18.86,16582.0
1992,South Africa,178455,495.0,21.53,16582.0
1992,South Africa,178455,495.0,16.48,16582.0
1992,South Africa,178455,495.0,19.95,16582.0
1993,South Africa,228678,495.0,21.32,16582.0
1993,South Africa,228678,495.0,16.01,16582.0
1993,South Africa,228678,495.0,19.32,16582.0
1994,South Africa,232625,495.0,20.65,16582.0
1994,South Africa,232625,495.0,15.1,16582.0
1994,South Africa,232625,495.0,18.48,16582.0
1995,South Africa,257634,495.0,20.73,18025.0
1995,South Africa,257634,495.0,15.77,18025.0
1995,South Africa,257634,495.0,19.23,18025.0
1996,South Africa,261054,495.0,20.49,19508.0
1996,South Africa,261054,495.0,15.23,19508.0
1996,South Africa,261054,495.0,18.49,19508.0
1997,South Africa,282462,495.0,20.57,21596.0
1997,South Africa,282462,495.0,15.38,21596.0
1997,South Africa,282462,495.0,18.64,21596.0
1998,South Africa,307667,495.0,21.22,24304.0
1998,South Africa,307667,495.0,16.11,24304.0
1998,South Africa,307667,495.0,19.42,24304.0
1999,South Africa,315545,495.0,21.64,26098.8
1999,South Africa,315545,495.0,16.09,26098.8
1999,South Africa,315545,495.0,19.27,26098.8
2000,South Africa,316536,495.0,20.74,26857.0
2000,South Africa,316536,495.0,15.13,26857.0
2000,South Africa,316536,495.0,18.26,26857.0
2001,South Africa,311961,495.0,21.25,26857.0
2001,South Africa,311961,495.0,15.68,26857.0
2001,South Africa,311961,495.0,18.92,26857.0
2002,South Africa,324147,495.0,21.07,26857.0
2002,South Africa,324147,495.0,15.88,26857.0
2002,South Africa,324147,495.0,19.28,26857.0
2004,South Africa,346081,495.0,21.11,26857.0
2004,South Africa,346081,495.0,15.49,26857.0
2004,South Africa,346081,495.0,18.75,26857.0
2005,South Africa,333534,495.0,21.14,26857.0
2005,South Africa,333534,495.0,16.29,26857.0
2005,South Africa,333534,495.0,19.74,26857.0
2006,South Africa,331650,495.0,20.86,26857.0
2006,South Africa,331650,495.0,15.26,26857.0
2006,South Africa,331650,495.0,18.42,26857.0
2007,South Africa,330590,495.0,21.07,26857.0
2007,South Africa,330590,495.0,15.9,26857.0
2007,South Africa,330590,495.0,18.98,26857.0
2008,South Africa,340000,495.0,20.89,26857.0
2008,South Africa,340000,495.0,15.75,26857.0
2008,South Africa,340000,495.0,18.91,26857.0
2009,South Africa,339378,495.0,20.71,26857.0
2009,South Africa,339378,495.0,15.44,26857.0
2009,South Africa,339378,495.0,18.67,26857.0
2010,South Africa,342609,495.0,21.54,26857.0
2010,South Africa,342609,495.0,16.11,26857.0
2010,South Africa,342609,495.0,19.31,26857.0
2011,South Africa,349826,495.0,20.72,26857.0
2011,South Africa,349826,495.0,15.49,26857.0
2011,South Africa,349826,495.0,18.75,26857.0
2012,South Africa,351066,495.0,21.24,26857.0
2012,South Africa,351066,495.0,15.89,26857.0
2012,South Africa,351066,495.0,19.14,26857.0
2013,South Africa,353546,495.0,21.31,26857.0
2013,South Africa,353546,495.0,14.98,26857.0
2013,South Africa,353546,495.0,18.0,26857.0
1990,South Africa,18976,495.0,20.56,16582.0
1990,South Africa,18976,495.0,15.56,16582.0
1990,South Africa,18976,495.0,18.91,16582.0
1991,South Africa,21297,495.0,21.06,16582.0
1991,South Africa,21297,495.0,15.56,16582.0
1991,South Africa,21297,495.0,18.86,16582.0
1992,South Africa,21503,495.0,21.53,16582.0
1992,South Africa,21503,495.0,16.48,16582.0
1992,South Africa,21503,495.0,19.95,16582.0
1993,South Africa,21710,495.0,21.32,16582.0
1993,South Africa,21710,495.0,16.01,16582.0
1993,South Africa,21710,495.0,19.32,16582.0
1994,South Africa,21917,495.0,20.65,16582.0
1994,South Africa,21917,495.0,15.1,16582.0
1994,South Africa,21917,495.0,18.48,16582.0
1995,South Africa,22124,495.0,20.73,18025.0
1995,South Africa,22124,495.0,15.77,18025.0
1995,South Africa,22124,495.0,19.23,18025.0
1996,South Africa,22331,495.0,20.49,19508.0
1996,South Africa,22331,495.0,15.23,19508.0
1996,South Africa,22331,495.0,18.49,19508.0
1997,South Africa,22537,495.0,20.57,21596.0
1997,South Africa,22537,495.0,15.38,21596.0
1997,South Africa,22537,495.0,18.64,21596.0
1998,South Africa,22744,495.0,21.22,24304.0
1998,South Africa,22744,495.0,16.11,24304.0
1998,South Africa,22744,495.0,19.42,24304.0
1999,South Africa,22949,495.0,21.64,26098.8
1999,South Africa,22949,495.0,16.09,26098.8
1999,South Africa,22949,495.0,19.27,26098.8
2000,South Africa,22962,495.0,20.74,26857.0
2000,South Africa,22962,495.0,15.13,26857.0
2000,South Africa,22962,495.0,18.26,26857.0
2001,South Africa,22857,495.0,21.25,26857.0
2001,South Africa,22857,495.0,15.68,26857.0
2001,South Africa,22857,495.0,18.92,26857.0
2002,South Africa,23517,495.0,21.07,26857.0
2002,South Africa,23517,495.0,15.88,26857.0
2002,South Africa,23517,495.0,19.28,26857.0
2004,South Africa,24139,495.0,21.11,26857.0
